SESSION_ID,Step,Feed_Flow_A,Reactor_Pressure,Reactor_Level,Reactor_Temp,Separator_Temp,Separator_Level,Stripper_Level,Stripper_Temp,Reactor_Coolant_Valve,Separator_Coolant_Valve,ALM_Feed_Flow_A_HI,ALM_Feed_Flow_A_LO,ALM_Reactor_Pressure_HI,ALM_Reactor_Pressure_LO,ALM_Reactor_Level_HI,ALM_Reactor_Level_LO,ALM_Reactor_Temp_HI,ALM_Reactor_Temp_LO,ALM_Separator_Temp_HI,ALM_Separator_Temp_LO,ALM_Separator_Level_HI,ALM_Separator_Level_LO,ALM_Stripper_Level_HI,ALM_Stripper_Level_LO,ALM_Stripper_Temp_HI,ALM_Stripper_Temp_LO,ALM_Reactor_Coolant_Valve_HI,ALM_Reactor_Coolant_Valve_LO,ALM_Separator_Coolant_Valve_HI,ALM_Separator_Coolant_Valve_LO,SYSTEM_GROUND_TRUTH_FAULT_ID,ALARM_FLOOD_ACTIVE
Disturbance_01,10,0.23773,2703.1,75.089,120.38,79.947,49.086,49.507,65.791,41.302,21.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,11,0.23829,2703.1,74.482,120.39,80.013,52.066,49.632,65.678,40.631,17.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,12,0.2542,2707.9,75.071,120.37,80.344,49.598,51.77,65.695,40.741,19.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,13,0.25313,2706.1,75.236,120.41,80.108,50.703,50.502,65.717,41.432,18.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,14,0.26181,2704.1,75.226,120.39,79.913,48.418,50.203,65.666,40.291,18.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,15,0.26394,2707.0,75.548,120.4,80.204,50.647,48.408,65.628,41.441,16.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,16,0.25752,2706.4,75.709,120.41,80.162,49.484,49.583,65.687,41.149,16.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,17,0.25817,2704.0,75.401,120.41,79.921,50.177,50.777,65.678,41.008,19.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,18,0.24379,2704.2,74.608,120.39,80.004,50.822,51.304,65.686,41.494,17.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,19,0.2443,2702.6,75.331,120.42,80.12,51.452,48.771,65.696,41.172,17.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,20,0.22466,2697.9,75.483,120.39,79.763,49.961,49.677,65.685,41.279,18.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,21,0.224,2696.9,74.385,120.34,79.74,50.576,50.18,65.587,39.636,15.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,22,0.25425,2699.4,74.918,120.43,80.108,50.673,49.821,65.614,42.283,17.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,23,0.25283,2702.1,75.38,120.38,80.407,49.808,48.411,65.676,40.759,18.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,24,0.23927,2702.4,76.111,120.44,80.473,50.057,49.086,65.766,41.902,16.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,25,0.24152,2703.1,75.938,120.37,80.488,49.56,49.725,65.79,40.136,19.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,26,0.26503,2700.6,75.784,120.39,80.192,51.023,50.505,65.794,41.487,21.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,27,0.26624,2699.9,74.602,120.36,79.998,50.02,49.197,65.753,39.671,18.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,28,0.23806,2700.8,75.338,120.41,79.963,48.046,49.231,65.662,40.615,16.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,29,0.2412,2701.6,74.313,120.41,80.135,49.479,50.864,65.68,40.68,16.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,30,0.29352,2704.9,75.597,120.4,80.3,50.589,49.85,65.759,40.968,18.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,31,0.29127,2704.5,74.889,120.41,80.225,49.822,49.499,65.773,40.655,18.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,32,0.28275,2706.7,74.754,120.45,80.483,50.028,50.295,65.813,41.952,15.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,33,0.28321,2705.5,75.651,120.41,80.591,49.374,50.428,65.909,41.599,18.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,34,0.27854,2702.2,75.378,120.43,80.178,48.445,50.549,65.9,41.433,18.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,35,0.27873,2698.1,74.767,120.4,79.749,48.079,50.454,65.782,41.229,18.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,36,0.29523,2699.6,75.597,120.41,79.838,47.956,50.74,65.69,41.518,17.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,37,0.29605,2701.7,75.415,120.4,80.06,50.951,49.751,65.718,41.749,17.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,38,0.25933,2702.6,74.712,120.44,80.213,49.929,49.71,65.775,41.945,14.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,39,0.26149,2702.9,74.241,120.4,80.353,50.356,52.156,65.884,41.951,18.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,40,0.24266,2702.1,74.742,120.41,80.388,48.906,51.251,65.965,41.907,15.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,41,0.24591,2699.2,75.534,120.38,80.133,51.189,49.617,66.013,40.216,18.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,42,0.28589,2701.0,74.333,120.38,80.156,49.79,49.789,66.01,41.066,18.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,43,0.28472,2700.2,75.722,120.38,80.196,49.979,52.105,66.025,41.299,18.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,44,0.18428,2700.7,75.08,120.42,80.263,50.805,51.015,66.06,41.766,19.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,45,0.18754,2699.7,74.681,120.41,80.332,49.774,49.054,66.096,41.706,14.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,46,0.20935,2699.1,73.998,120.4,80.44,50.519,51.14,66.155,41.081,17.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,47,0.20786,2697.8,73.873,120.41,80.391,50.338,50.744,66.196,41.293,18.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,48,0.21981,2693.7,74.615,120.4,80.113,48.862,49.173,66.171,40.849,19.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,49,0.21921,2691.9,74.346,120.39,79.922,51.226,50.703,66.051,40.606,17.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,50,0.2265,2693.3,74.878,120.36,80.183,50.098,50.595,66.027,40.384,16.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,51,0.22612,2694.2,74.366,120.4,80.255,49.383,51.578,66.063,41.493,16.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,52,0.24642,2698.8,74.976,120.37,80.676,49.581,49.598,66.137,40.403,16.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,53,0.24575,2699.9,74.383,120.4,80.663,49.975,50.577,66.256,41.343,19.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,54,0.18696,2696.6,73.812,120.35,80.249,52.055,50.376,66.222,40.108,19.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,55,0.18586,2694.5,74.799,120.38,79.888,48.956,51.353,66.086,40.704,17.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,56,0.2647,2698.3,74.614,120.43,80.017,49.271,50.451,66.001,41.308,16.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,57,0.26463,2704.1,73.841,120.47,80.5,49.43,50.384,66.004,41.609,19.185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,58,0.24353,2704.2,75.192,120.41,80.649,51.428,50.122,66.112,41.171,18.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,59,0.24065,2701.2,75.48,120.42,80.367,49.534,52.665,66.136,41.663,15.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,60,0.22818,2700.6,75.159,120.39,80.282,50.978,49.873,66.127,40.848,20.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,61,0.22706,2697.5,75.192,120.4,80.022,50.256,50.582,66.075,41.167,18.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,62,0.26019,2697.5,75.423,120.39,80.013,49.807,49.419,65.992,41.096,15.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,63,0.2589,2701.4,74.475,120.41,80.202,50.063,49.017,65.953,40.731,17.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,64,0.22196,2703.8,74.878,120.41,80.478,48.739,50.607,65.988,41.479,19.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,65,0.22032,2704.1,74.746,120.38,80.479,49.824,49.253,66.065,40.818,16.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,66,0.22071,2704.0,75.468,120.4,80.285,49.037,50.196,66.057,41.103,17.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,67,0.22134,2705.1,74.939,120.41,80.222,49.315,50.955,65.997,40.857,16.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,68,0.29419,2707.2,73.912,120.41,80.303,50.137,48.029,65.967,41.186,19.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,69,0.2949,2707.5,74.774,120.41,80.226,49.814,51.657,65.913,41.817,18.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,70,0.29716,2710.7,74.929,120.42,80.383,49.112,51.23,65.89,41.689,18.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,71,0.29659,2708.7,75.456,120.4,80.109,49.899,50.16,65.893,41.44,17.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,72,0.2752,2705.4,74.905,120.37,79.709,49.656,48.114,65.772,40.941,18.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,73,0.27523,2708.0,75.742,120.41,79.974,51.808,50.53,65.705,41.768,18.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,74,0.23816,2707.4,74.499,120.41,79.998,49.795,49.427,65.671,41.242,16.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,75,0.23745,2707.6,75.306,120.39,80.083,51.052,51.524,65.687,41.655,17.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,76,0.25936,2709.4,74.135,120.4,80.191,51.138,51.078,65.726,41.384,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,77,0.26006,2708.1,75.093,120.43,80.216,48.765,50.073,65.794,41.933,16.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,78,0.25093,2709.4,75.437,120.42,80.369,50.066,52.299,65.85,41.349,15.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,79,0.25225,2708.8,75.59,120.39,80.426,49.04,50.322,65.945,40.779,17.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,80,0.22153,2703.3,75.636,120.36,79.976,49.264,47.843,65.901,40.871,15.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,81,0.22059,2700.8,75.094,120.34,79.707,48.322,50.83,65.774,40.149,19.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,82,0.2303,2700.6,74.576,120.37,79.53,49.323,49.13,65.601,40.905,16.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,83,0.22866,2702.7,74.981,120.39,79.643,49.093,50.491,65.513,39.839,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,84,0.2711,2709.8,74.44,120.42,80.274,49.341,50.351,65.57,41.145,18.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,85,0.26949,2711.1,75.298,120.39,80.4,52.257,51.509,65.666,40.249,16.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,86,0.25415,2709.5,75.586,120.43,80.171,49.366,50.831,65.735,42.327,18.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,87,0.25363,2709.7,74.556,120.39,80.198,49.737,48.506,65.727,40.265,19.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,88,0.26602,2709.8,74.907,120.43,80.112,49.353,49.333,65.709,41.928,16.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,89,0.26788,2709.2,74.555,120.42,80.037,51.362,50.334,65.689,40.931,18.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,90,0.26052,2708.8,75.641,120.39,79.949,50.252,50.262,65.615,40.802,21.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,91,0.2604,2707.8,74.691,120.4,79.687,49.807,49.178,65.561,40.92,15.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,92,0.25448,2709.9,75.056,120.41,79.917,50.575,49.626,65.509,41.417,17.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,93,0.25586,2711.5,75.359,120.39,79.959,51.44,51.637,65.494,41.065,16.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,94,0.24959,2709.6,75.852,120.42,79.944,51.544,48.575,65.524,41.667,20.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,95,0.24755,2711.4,75.541,120.39,80.244,50.175,49.686,65.583,40.579,15.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,96,0.1802,2709.5,74.692,120.44,80.275,50.34,49.432,65.65,41.906,20.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,97,0.1822,2704.1,75.831,120.36,80.025,50.236,48.891,65.678,39.923,19.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,98,0.27046,2701.4,75.555,120.39,79.737,50.454,48.31,65.616,41.167,16.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,99,0.2686,2700.3,75.223,120.4,79.637,49.258,49.54,65.513,41.363,17.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,100,0.23106,2701.9,75.304,120.39,79.938,49.609,49.166,65.518,40.9,18.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,101,0.23192,2702.1,74.649,120.38,80.024,49.958,50.155,65.544,40.847,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,102,0.2486,2702.2,75.426,120.4,80.074,49.712,51.516,65.569,41.272,20.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,103,0.24928,2701.1,74.508,120.4,80.055,51.45,50.359,65.598,40.609,18.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,104,0.23749,2702.2,75.057,120.41,80.262,51.963,48.306,65.579,40.926,17.952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,105,0.23973,2702.7,75.06,120.39,80.267,51.041,48.176,65.681,40.385,18.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,106,0.25447,2701.7,74.466,120.4,80.221,50.993,50.3,65.677,40.536,19.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,107,0.25311,2702.0,75.442,120.39,80.261,50.319,49.482,65.711,40.747,17.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,108,0.28254,2701.3,74.545,120.38,80.205,51.499,51.334,65.724,41.218,17.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,109,0.28399,2703.1,75.078,120.38,80.268,49.486,49.588,65.706,40.312,18.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,110,0.2516,2704.1,74.824,120.42,80.263,50.32,48.731,65.728,41.616,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,111,0.2506,2702.6,74.651,120.4,80.104,50.659,52.351,65.715,41.042,16.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,112,0.25466,2701.3,75.765,120.41,80.123,50.361,49.801,65.7,41.191,18.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,113,0.25423,2703.1,75.458,120.42,80.253,49.498,47.587,65.73,40.746,15.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,114,0.24399,2703.6,74.91,120.42,80.255,49.123,50.015,65.732,40.634,19.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,115,0.24401,2699.4,74.438,120.41,79.919,51.061,49.78,65.734,41.365,17.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,116,0.21486,2699.0,74.954,120.41,79.902,51.36,48.74,65.66,41.257,18.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,117,0.21415,2701.0,74.744,120.41,80.164,51.647,48.92,65.671,40.815,18.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,118,0.27326,2702.7,74.125,120.43,80.165,49.129,49.656,65.707,41.257,18.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,119,0.27316,2702.4,74.361,120.42,80.18,50.872,48.486,65.738,42.069,17.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,120,0.25343,2703.3,73.967,120.41,80.177,50.336,49.673,65.756,40.778,17.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,121,0.25517,2703.1,74.187,120.39,80.22,49.738,50.228,65.831,40.501,16.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,122,0.23154,2702.7,75.097,120.41,80.155,49.782,51.533,65.835,41.531,20.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,123,0.23301,2700.6,75.693,120.4,80.082,50.861,49.476,65.83,41.358,20.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,124,0.27269,2700.6,75.209,120.4,80.031,50.221,51.372,65.85,40.905,16.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,125,0.27527,2701.3,75.02,120.43,80.059,48.511,51.573,65.816,41.496,16.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,126,0.27352,2703.9,75.254,120.41,80.37,49.751,48.96,65.883,41.349,17.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,127,0.27446,2703.5,75.059,120.39,80.305,50.079,49.219,65.924,42.114,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,128,0.25132,2702.0,76.197,120.39,80.091,49.679,47.967,65.921,41.823,16.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,129,0.25126,2703.2,75.233,120.38,80.124,49.73,48.827,65.883,40.925,18.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,130,0.2895,2706.3,74.876,120.41,80.31,49.982,49.715,65.906,41.763,20.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,131,0.29109,2706.2,74.625,120.34,80.168,49.639,48.21,65.922,39.822,16.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,132,0.26072,2706.7,74.736,120.43,79.963,50.894,50.339,65.889,41.101,17.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,133,0.2618,2710.0,75.076,120.4,80.143,50.916,50.564,65.863,40.743,15.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbance_01,134,0.2714,2709.2,75.343,120.42,80.044,49.342,51.785,65.887,41.246,16.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
